title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Conquista,rap,Dose Dupla,2016,2,{},"É uma vida alternativa que segue fora da risca
Leva em consciência quem não arrisca não petisca
Levado ao tempo servindo de própria isca
Coincidência aqui não vira conquista

Virou rotina a madrugada acordado
Um gole e um trago na mente, segue blindado
Sempre atrasado a uma visão distante
É que a vida a gente molda a cada instante

Sigo o semblante no meio dos contrantes
Avistado encapuzado a uma ideia arrogante
Um meliante que segue contraditório
Pra compor as minhas ideias não preciso de auditório

Obrigatório mas pra mim indiferente
Fica ciente quanto mais incoerente
A gente rende o simbolismo ta presente
A ultima risada quem ostenta é o inteligente

(Refrão)
TUDO DIFERENTE NÃO CONSEGUE OLHAR
JÁ SE PERDEU NO SEU PRÓPRIO ANDAR
SE TÁ NA CHUVA, É PRA SE MOLHAR
ENTÃO SAI DA FRENTE QUE NEGUIN VAI ATRAVESSAR
Se tá na chuva é pra se molhar, meu bom
Junto com a minha família que trampa fazendo som
De capuz e boné, cara de elemento
Cê sabe o vulgo é Trak, maluco de nascimento

E seguir atento nessa trilha ainda é pouco
Cotidiano violento na residência dos loucos
Andando pela praia arrastado pelo pit
Odiado por alguns mas sempre amado pelas bitch

Olha eu de volta na cena, aí é problema
Causando curto circuito em cada mente pequena
Nem que eu fizesse mil linhas por dia ia estar satisfeito, esse é o jeito
Pro meu rap virar trampo e o trampo ganhar respeito

A lucidez perturba a mente
Sentindo o peso do mundos nos ombros aí pouca gente entende
Com anjos e demônios lado a lado
Mas se eu me deixar levar, quem vai cuidar do meu fardo?

(Refrão)
TUDO DIFERENTE NÃO CONSEGUE OLHAR
JÁ SE PERDEU NO SEU PRÓPRIO ANDAR
SE TÁ NA CHUVA, É PRA SE MOLHAR
ENTÃO SAI DA FRENTE QUE NEGUIN VAI ATRAVESSAR",2444989,pt,pt,pt
Brisa Fria,rap,Black Alien,2016,1963,"{""Don L"",""Paulo Miklos""}","[Verso 1: Don L]
Ô, brisa, brisa
Brisa fria, não vem
S-s-sem esse clima, eu tava bem, ok
Se eu vestir meu jaco de couro preto
E um rolê, pra resolver
'Cê vai conhecer o gelo, brisa
(Ô, brisa)

[Verso 2: Paulo Miklos]
Minha verdadeira face: apenas mais um disfarce
Sente a brisa
A maldade tá te vendo?
'Cê não tá vendo a maldade
A maldade tá em volta, 'cê não tá vendo?
Minhas mil caras
Minhas mil faces, ééé

[Verso 3: Black Alien]
Quem sou eu?
E quantos eu sou?
Minhas mil faces me acompanham onde vou
Atravesso o mar de gelo, o mar de apelos
Sou o mal na capa do jornal, a entretê-los
Brisa, brisa
Vermelho domingo
Eu vou no pelo
Pelo sangue, aos respingos
Trago o sofrimento lento, mente a mil
Quieto no relento, o silêncio no canil
O mundo muda; o medo, não
Caminho lado a lado com a sombra e a escuridão
[Verso 4: Don L]
Eu encarei o inferno, em gelo eterno
Eu sei, sei
Eu vi seu terno preto e seu olhar vermelho
'Cês seis
Andando com os monstros, me criei
Eu me virei, exorcizei seus demônios
Pra aprender a lidar com os meus
Em ruas tontas, onde os heróis tombam
Onde os vilões gangstas
São momentâneos reis, hein?
Meu sonhos tão perfeitos
Os planos tão bem-feitos
Canções good vibe
Ou ases em desertos, foras-da-lei, meu, uh
California dreams
Aqui, mesmo, é um jardim no Saara, primo
Eu farei, essa madrugada, um sangue-ruim vir
Me regar o ódio e levar meu jasmim
Mas não vai ficar assim

[Verso 5: Black Alien]
Mas não vai ficar assim, mesmo
Sou eu que atendo quando tu bate na porta do tempo
Ha! Cinzas às cinzas
Do pó ao pó
Um por um, sem dó
Dou um confere no nó, ó
[Ponte: Paulo Miklos]
(Ó) Riram de mim
Riram de mim
Agora, riam de mim
Riam de mim
Riam de mim
Riam de mim
Ah!

[Verso 6: Don L]
Tem uns demônios ruins comigo, eu confesso
Dos que não querem esperar, Deus dá o troco
São os anjos vingativos, são os anjos vingativos
Maldade, rimas de gatilho
Oh, 'cê nem se ligou
Trabalho, ali, 'cê pisou
Era frango e licor
Era sangue, filho
Era um jogo e 'cê entrou em sinuca de bico
Era um teste
'Cê negou a sobra do prato pro andarilho
Ô, 'cê me deu motivo
Ô, tava quieto e agora tô entrando fundo nisso
Ô, muito puto e eu tô me sentindo
Mais forte, muito puto por estar me sentindo
Mais forte por estar muito puto, ô, ô
Mais forte por estar muito puto, ô, ô
Que porra é essa que te dá poder
Enquanto mais legítimo for
O filha da puta que tá em você?
[Outro: Don L]
Ô, ô",2445343,pt,pt,pt
Má Vida,rap,Jimmy P,2016,3162,"{""Fábia Maia""}","[Fábia Maia]
Espera agora eu tenho tanto no meu peito
No meu maior respeito
Porque todos ainda me olham daquele jeito
Não me vendas por fama
Tu sabes que ela te engana
Mesmo quando sorris sem motivos
Para seres tão feliz
Se sabes onde eu vou
Tu não queiras saber como estou
Deita fora tudo o que não ficou
As misérias de quem nunca voltou

Diz-lhes que eu fiquei
Diz-lhes que eu amei
Minha má vida
Minha má vida
Livre de ti de mim
Livre de ti de mim
Livre de ti, eu sou
[Jimmy P]
Hoje eu sorrio sem motivos
Ou choro sem medidas
E é tudo só para esconder o que o meu coração abriga
Quero ser livre de mim, livre dessas amarras
Sabendo que os atos falam bem mais alto que as palavras
E nessas noites quando a tentação me chama
Eu tou a fugir dela com a sensação de quem ama
Tão cansado dessa vida que eu tou a levar a cabo
Sempre a acordar com Deus
Mas a deitar me com o Diabo
E não dá
Os mesmos erros de um miúdo ingénuo
Alguém me disse
Para eu  aprender a controlar o meu génio
Porque eu travei demasiadas guerras em vão
Para perceber que tar em paz é melhor do que ter razão
A vida tem tanto de bela como crua
Esperas que ela te ensine ou então que te destrua
Porque eu chorei, eu sorri, eu amei
Mas fiquei e aprendi que o que eles dizem não é lei
Não

[Fábia Maia]
Diz-lhes que eu fiquei
Diz-lhes que eu amei
Minha má vida
Minha má vida
Livre de ti de mim
Livre de ti de mim
Livre de ti, eu sou",2445431,pt,pt,pt
Entre as Estrelas,rap,Jimmy P,2016,70872,"{""Diogo Piçarra""}","[Diogo Piçarra]
Agora sei que me estás a ouvir
Entre as estrelas vens, ensinar-me a sorrir
Porque agora sei, estás onde és feliz
Vemo-nos por aí

[Jimmy P.]
Yeah... Tu foste demasiado cedo
Nem uma pomba branca
Eu tou aqui com nó de marinheiro na garganta
Eu disse a Deus para te guardar
Mas foi tudo tão veloz, uns dizem que morreste
Eu digo que tu vives em nós
E por mais que se fale os sacrifícios são teus
Enquanto ao resto ninguém sabe
Infindáveis são os desígnios de Deus
Eu espero que o Céu receba as minhas palavras
De revolta não há lágrimas que eu verta que te possam trazer de volta
Tantas lições que eu retiro ao recordar e ver a vida
Se escapar de ti num último suspiro
Foi cruel e foi tão cedo e ainda encontraste forças
Para nos confortar a todos e dizer ""Não tenham medo""
Para termos Fé naquele que te fortalece
E todos juntos em circo fizemos uma prece
Pedindo aos anjos para virem fazer morada ao teu redor
Para te pouparem te levarem daqui para um lugar melhor
[Diogo Piçarra]
Agora sei que me estás a ouvir
Entre as estrelas vens, ensinar-me a sorrir
Porque agora sei, estás onde és feliz
Vemo-nos por aí

[Jimmy P.]
Minha vida nada tem de especial
Comparada com a luta que tiveste naquela cama de hospital
Embora esperada a tua ida não tem nexo
Eu olho para os teus filhos e só vejo o teu reflexo
Tinhas os dias contados, hoje eu sei que eles eram poucos
Guardaste isso contigo só para nos poupar a todos
E no fundo eu agradeço esse heroísmo
Entre a alegria de viveres e a dor de te ter perdido
Uns recordam o teu sorriso, outros o feitio
Ao lembrar de ti apenas choro tudo o que eu contive
Em conversas contigo eu peço-te que olhes por mim
E por todos os que rezam e também pensam em ti
Sei que não querias tristeza cada lágrima é uma dívida
Quando eu te vir cobra-me com um choro de alegria
Uma coisa eu te prometo, sempre que se faça dia
Não lamento a tua morte, mas celebro a tua vida

[Diogo Piçarra]
Agora sei que me estás a ouvir
Entre as estrelas vens, ensinar-me a sorrir
Porque agora sei, estás onde és feliz
Vemo-nos por aí
Agora sei que me estás a ouvir
Entre as estrelas vens, ensinar-me a sorrir
Porque agora sei, estás onde és feliz
Vemo-nos por aí",2445573,pt,pt,pt
Tou Numa,rap,Jimmy P,2016,2096,{},"Tamos só nós mas tu podes vir também
Mas tu podes vir também
Mas se tu quiseres algo mais
Hoje eu tou numa
Mas se tu quiseres algo mais
Hoje eu tou numa

Yeah... Tas a fim de tar comigo e circular com a minha
Team eu não quero uma dama eu quero uma parceira
No crime, yeah you fly tho perfeita para mim o meu size yo
Trocas gargalhadas comigo só fico high yo
E agora que eu te tenho ao meu lado
Tu passas-te de ficção a realidade
Tudo que é bom  e novo acaba depressa
Mas eu juro tratar-te sempre como uma novidade
Pede a vontade porque hoje sou eu que pago
Desde que fiques comigo mesmo que o dinheiro acabe
Resolvemos tudo a sós entre quatro paredes
Quer um ande num carocha ou conduza um Mercedes
Top down a girar pela cidade
De manha em linha recta e a noite aos zig zags
Se bebes quando eu bebo eu fumo quando fumas
Entre nós é tudo a meias e tu podes vir porque eu hoje
Tou numa
Tamos só nós mas tu podes vir também
Mas tu podes vir também
Mas se tu quiseres algo mais
Hoje eu tou numa
Mas se tu quiseres algo mais
Hoje eu tou numa

Es das nossas tou com a tropa e tu vens
É atitude tu és minha mas o homem para eles
Its all good, assumes o volante se eu não tou em condições
Sempre bem intencionada e sem segundas intenções
O resto fica para mais tarde, não tem de haver um limite
De velocidade, prego a fundo és a co-piloto
Diz me o caminho a seguir para seres a minha metade
É implacável por mais que tenha preço
Que a tua clase não se compra nem se vende
Só do bom e do melhor quando tamos sozinhos
Que a vida é curta demais para nós bebermos maus vinhos
A conta vem e tu tomas iniciativa mas o que é meu é teu
E hoje passo eu o visa
Se bebes quando eu bebo eu fumo quando fumas
Entre nós é tudo a meias e tu podes vir porque eu hoje
Tou numa

Tamos só nós mas tu podes vir também
Mas tu podes vir também
Mas se tu quiseres algo mais
Hoje eu tou numa
Mas se tu quiseres algo mais
Hoje eu tou numa",2445586,pt,pt,pt
ChaveMestra4Ever,rap,Diomedes Chinaski,2016,691,{},"[Intro]
Desde Sempre Até Eternamente Amém

[Refrão]
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras

[Verso 1]
Talvez nunca mais funcione como grupo
A Chave acabou? Cala a boca, seu puto
Essa carreira solo representa o óleo
Os soldados nas ruas de Pernambuco
Desde o inicio, visando lucro
Iluminando os irmãos nesse mundo
De 2009 em suas próprias leis
Ensinando ao escravo o jogo dos reis
Se é gangue, se é grupo, crew, não importa
É um modo de vida, nossa Cosa Nostra
Se só restar eu, a Chave ta na ativa
Tornando essas gangues menos destrutivas
O.S.V, V.D.M, Ilusão ou Bolivia
Façam dinheiro e preservem a vida
Seminário, Favela dos Cano
O inimigo é outro e não nossos manos
[Refrão]
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras

[Verso 2]
Quantas vezes já ressuscitei do pó
Quantas vezes me estressei com Faraó
Nem playboy de merda, acaba essa merda
Eu e minha gangue é um sangue só
E se não for frio, mato um farsante
Lembro que o lucro é mais importante
Vou colher o fruto de um corre gigante
Olha o que eu sou hoje, olha o que eu era antes
Só via cadeia e cemitério
Agora já vejo um futuro brilhante
Cada punchline é um direto no queixo
Foda-se o sul temos o próprio eixo
Fecharam a liga, devem ta com medo
Foda-se a liga, a cena é nós mesmo
Só general, não existe outra patente
RAP PE, Chave Mestra pra sempre!
[Refrão]
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras
Chave Mestra pra sempre acendendo as bombas
Cria de Anubis no breu das sombras

[Outro]
Nós devemos morrer, mas na hora certa
A morte só não é aterrorizante quando a vida já se consumou",2445656,pt,pt,pt
Dedicatória,misc,Ruthe Luz,2016,7,{},"Em ti, universo
Explorei;
Apaixonando-me
Por tua imensidão patente
No brilho dos teus olhos:
Estrelas a permanecerem acessas.

Ah, belo coração
Enriquecido de proeza
Prosa e poesia

Em teu peito
Repleto de constelações,
Ancorei-me
A ouvir teu peito palpitar:
Perfeitas sinfonias de Mozart.

Condizentes, belíssima flor…
Que nascera cuidadosa
Em meio ao jardim.
Que possas sempre
Renovar-se
com esta música aos meus ouvidos:
tua voz.",2445972,pt,pt,pt
Diálogo de Rua,misc,Ruthe Luz,2016,6,{},"Eu que não volto pra esse mundão
Dizia repetidamente
Zanzando de lado à outro
Olhando pro chão

Sentou-se duas cadeiras depois
Ninguém mais lhe dava atenção
Mania do povo
De achar
Que quem reclama
é doido
Sorri pra ela,
Ela retribuiu então
Logo se levantou e
Veio em minha direção

Eu já fui desse mundão,
morei em rua,
sabia?
Mas quando vi
que a coisa tava pegando fogo,
gente matando quem dorme
no chão
sem nenhuma razão
Vazei
Minha mãe dizia
Pra eu sair daquela vida
Minha mãe morreu
E eu sai
Ela deve estar feliz por mim
Hoje tenho uma casinha
Acompanha a novela?!
Não.

Mas menina,
pois eu saio de casa
pra garantir meu pão
e minha felicidade em voltar pra casa é
meu filho e ver televisão

O ônibus chegou
João Paulo II
Ela sorriu novamente
E saiu de antemão
“Boa noite!”
Boa noite

Foi uma grande satisfação.",2445975,pt,pt,pt
Marcha das Mulheres Negras,misc,Ruthe Luz,2016,2,{},"Lá vem as pretas!
de saia rodada e turbante
cara presa

Sintam a pressão
dos gritos de
“não a opressão!”
negra, sou
consciente do desprezo
a qual me perco, encontrando-me no terreiro com meus irmãos

de rosto cansado
olhar fatigado
lábios grossos e
nariz largo
mesmo que banhada à sangue
tenho de estar com nariz empinado
nesse mundo acabado

O suor desliza em meu corpo
mas em tom exponho meu brado
“Negra sou, de amor não morro”",2445976,pt,pt,pt
Operação Montana,rap,Diomedes Chinaski,2016,544,{},"[Verso]
Tu sonhava em ser rua, eu ser Pablo Escobar
Essa postura ai é tua, então nem vem me cobrar
Pago o meu fechado, num aceito o que sobrar
To trampando pra caralho e acabei de dobrar
Porque com essas roupas rasgada os irmão não vai fica
Por isso que nessas quebrada sempre vão traficar
Representar? Represento, mas não os contratantes
Represento o subúrbio dos meninos comerciantes
Não importa quanto for, pra nós nunca será bastante
A meta é fazer música e lucrar que nem traficante
Tu se esforça pra ser rua, eu tentando sair da rua
Eu odeio essas viatura, é feio quando a morte atua
Sou da terra da loucura, entre armas e drogas
Na paz ou na guerra, é tudo moeda de troca
Toca de graça é merda, nesse assunto nem toca
Porque eu não vou vender meu som se meus irmãos vendem coca
Se eu não pagar minhas contas, a mãe dela não quer ser minha sogra
E se eu não capotar um, nego vem e me corta
Se isso é ser verdadeiro, ser verdadeiro é uma bosta
Se o assunto num é dinheiro, então nem bate em minha porta
[Ponte]
Operação Montana (Montana) Operação Montana (Montana)
'Inda é pouco mas é meu, então passa a minha grana (Montana)
Operação Montana (Montana) Operação Montana (Montana)
'Inda é pouco mas é meu, então passa a minha grana (Montana)
Operação Montana (Montana) Operação Montana (Montana)
'Inda é pouco mas é meu, então passa a minha grana (Montana)
Operação Montana (Montana) Operação Montana (Montana)
'Inda é pouco mas é meu, então passa a minha grana (Montana)

[Saída]
""Salve meu mano, eu sou amigo daquele cara lá, mano
Que é primo e comparsa daquele bicho lá, mano
Que é amigo do seu amigo, que é sobrinho daquele tio
Que é primo do seu irmão, mano
Vim te convida pra representa a favela, mano
Assim mano, o ingresso vai ta uns 200 reais, mano
Não vou ganhar muita grana nessa parada, tá ligado, mano
Queria que você tocasse pra representa a favela memo, mano""",2445982,pt,pt,pt
Lunar,rap,PrimeiraMente,2016,20897,{},"[Verso 1: Gali & Raillow]
Então vai, carai, honrando cada gota que brota da pele
Pólo larga pisa fofo do ABC pra ZN ZL
É nós por nós sempre foi sai zika
Fico na minha Deus nos ajuda
É sem simpatia madruga fria
E eu na adrenalina de um show
Raillow o que você me diz
Rap é mais que buceta farofa, maconha, dinheiro
E ficar com as modelo com o naipe de atriz
Nass ta ficando loko ala ala ã ã
Pique pirata da Somália resistência
Duvidou roubou sim salabim
Da maleta pro bolso mano muito dim dim
Muito dim dim
Colei pra vila para bola mais um plano
Com ela um do green brinde é vim
Desentoxicando o meu rim
Papo é sério a pupila dilata, ela afobada “séloco” menino
As palavras vem vindo me desviando da cilada
E foi outra madruga virada
Loucura, as mistura com toque de chef eu
Saquei que era blefe eu
Com um flush no flop
O lóki em choque corre
[Refrão]
Só que só de vê cê nem saca qual é, pra atrasar tem uma pá mas Jah fortalece a fé
Por que só de vê cê nem saca qual é pra atrasa tem uma pá mas Jah fortalece a fé

[Verso 2: Leal]
Ai, então vai, quantos vem na troca de palavra
Na toca intocavél, se encontra respostas das bostas
Que aqui eu sempre me perguntava
O futuro é agora, bora trampa
O tempo ta moio, os lobo tão lá
Na espera dos bobo e de novo serão sem perdão
A carne do jantar desse jogo
Diretamente do enxame dos loco
Porra eu to ficando loco tão achando que é pouco
Sol sem coco tipo um soco na cabeça
Pensamentos negativos não me atraem
Crânio ativo com momentos que me traem
E se não satisfaz eu corro atrás de um pouco mais
Pra ficar bem longe daqueles que somente subtrai
Pique Mohamed no ringue ó, Martin Luther King ó
Ideia pra trocar pode pá, rimas são pedras no estilingue
Sem swag só swing
Desde o Santa pronto para batalhar mano
Tamo junto até o final formou
Raillow, Gali e Leal é um tapa na cara daqueles ramela
Que arrega se entrega e caga no final só quero
Do alecrim uns vem tipo cupim mas eu não to pra brincadeira aqui
Tudo é pouco e pouco importa pra esses loco ai
To no sufoco é pé na porta eu não to nem ai
Eu quero o troco e os boca torta pronto pra sumir
E o que te importa?
Sai fora papo chato que sufoca
Outro relato desse jogo dessa aposta
[Verso 3: Raillow]
É a gangue do dinheiro fácil!
É o tráfico girando a economia bem mais
Que o jogo de interesses que dá opções aos fracos
Girar o consumo e as indústrias quer mais assaltos
Mas antes fosse só em São Paulo precário com ensino péssimo
Pra quebrar o padrão que aqui ainda preto rico é só ladrão e artista
No palco, porra!
Firmo no trato novato na gangue é fidelidade e respeito, eu to calmo
É o mestre dos becos nos caminhos alívio preso no tráfego
É a guerra incentivo ao consumo bélico
E é o governo conflitos motivos éticos
Então vai! É o comércio fácil e pra quem vem de frente é ataque soviético
É o deserto do povo no peito ártico, fumaça densa que vem presa nos tragos, desse vazio
Então que vire cuba já que quem se forma é boy e na favela não tem médico
Num é que to louco, mas eu to
É que hoje é muita bunda e pouco cérebro
Ela sorriu e me chamou de sarcástico
E o pior é que eu tava falando sério porra!

[Refrão]
Só que só de vê cê nem saca qual é, pra atrasar tem uma pá mas Jah fortalece a fé
Por que só de vê cê nem saca qual é pra atrasa tem uma pá mas Jah fortalece a fé",2446156,pt,pt,pt
